    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_1: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_2: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_3: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_4: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_5: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_6: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_7: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_8: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_9: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_10: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_11: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_12: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_13: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_14: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_15: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_16: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_17: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_18: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_notify_charging_not_possible__mutmut_28: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_notify_charging_not_possible__mutmut_29: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_notify_charging_not_possible__mutmut_30: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_notify_charging_not_possible__mutmut_31: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_notify_charging_not_possible__mutmut_32: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_notify_charging_not_possible__mutmut_33: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_notify_charging_not_possible__mutmut_34: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_notify_vehicle_not_home__mutmut_1: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_notify_vehicle_not_home__mutmut_2: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_notify_vehicle_not_home__mutmut_3: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_notify_vehicle_not_home__mutmut_4: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_notify_vehicle_not_home__mutmut_5: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_notify_vehicle_not_home__mutmut_6: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_notify_vehicle_not_home__mutmut_7: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_notify_vehicle_not_plugged__mutmut_1: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_notify_vehicle_not_plugged__mutmut_2: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_notify_vehicle_not_plugged__mutmut_3: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_notify_vehicle_not_plugged__mutmut_4: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_notify_vehicle_not_plugged__mutmut_5: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_notify_vehicle_not_plugged__mutmut_6: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_notify_vehicle_not_plugged__mutmut_7: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_check_charging_readiness__mutmut_1: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_check_charging_readiness__mutmut_2: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_check_charging_readiness__mutmut_3: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_check_charging_readiness__mutmut_4: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_check_charging_readiness__mutmut_5: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_check_charging_readiness__mutmut_6: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_check_charging_readiness__mutmut_7: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_check_charging_readiness__mutmut_8: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_check_charging_readiness__mutmut_9: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_check_charging_readiness__mutmut_10: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_check_charging_readiness__mutmut_11: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_check_charging_readiness__mutmut_12: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁasync_check_charging_readiness__mutmut_13: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁget_home_condition_config__mutmut_1: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁget_home_condition_config__mutmut_2: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁget_home_condition_config__mutmut_3: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁget_home_condition_config__mutmut_4: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁget_home_condition_config__mutmut_5: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁget_home_condition_config__mutmut_6: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁget_home_condition_config__mutmut_7: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁget_home_condition_config__mutmut_8: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁget_home_condition_config__mutmut_9: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁget_home_condition_config__mutmut_10: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁget_home_condition_config__mutmut_11: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁget_plugged_condition_config__mutmut_1: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁget_plugged_condition_config__mutmut_2: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁget_plugged_condition_config__mutmut_3: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁget_plugged_condition_config__mutmut_4: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁget_plugged_condition_config__mutmut_5: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁget_plugged_condition_config__mutmut_6: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁget_plugged_condition_config__mutmut_7: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁget_plugged_condition_config__mutmut_8: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁget_plugged_condition_config__mutmut_9: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁget_plugged_condition_config__mutmut_10: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁget_plugged_condition_config__mutmut_11: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁvalidate_condition_is_native__mutmut_1: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁvalidate_condition_is_native__mutmut_2: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁvalidate_condition_is_native__mutmut_3: survived
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁvalidate_condition_is_native__mutmut_4: survived
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁvalidate_condition_is_native__mutmut_5: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁvalidate_condition_is_native__mutmut_6: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁvalidate_condition_is_native__mutmut_7: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁvalidate_condition_is_native__mutmut_8: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁvalidate_condition_is_native__mutmut_9: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁvalidate_condition_is_native__mutmut_10: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁvalidate_condition_is_native__mutmut_11: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁvalidate_condition_is_native__mutmut_12: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁvalidate_condition_is_native__mutmut_13: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁvalidate_condition_is_native__mutmut_14: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁvalidate_condition_is_native__mutmut_15: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁvalidate_condition_is_native__mutmut_16: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁvalidate_condition_is_native__mutmut_17: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁvalidate_condition_is_native__mutmut_18: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁvalidate_condition_is_native__mutmut_19: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁvalidate_condition_is_native__mutmut_20: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁvalidate_condition_is_native__mutmut_21: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁvalidate_condition_is_native__mutmut_22: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁvalidate_condition_is_native__mutmut_23: survived
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁvalidate_condition_is_native__mutmut_24: survived
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁvalidate_condition_is_native__mutmut_25: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁvalidate_condition_is_native__mutmut_26: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁvalidate_condition_is_native__mutmut_27: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁvalidate_condition_is_native__mutmut_28: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁvalidate_condition_is_native__mutmut_29: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁvalidate_condition_is_native__mutmut_30: survived
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁvalidate_condition_is_native__mutmut_31: survived
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁvalidate_condition_is_native__mutmut_32: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁvalidate_condition_is_native__mutmut_33: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁvalidate_condition_is_native__mutmut_34: killed
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_async_check_home_sensor__mutmut_1: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_async_check_home_sensor__mutmut_2: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_async_check_home_sensor__mutmut_3: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_async_check_home_sensor__mutmut_4: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_async_check_home_sensor__mutmut_5: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_async_check_home_sensor__mutmut_6: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_async_check_home_sensor__mutmut_7: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_async_check_home_sensor__mutmut_8: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_async_check_home_sensor__mutmut_9: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_async_check_home_sensor__mutmut_10: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_async_check_home_sensor__mutmut_11: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_async_check_home_sensor__mutmut_12: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_async_check_home_sensor__mutmut_13: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_async_check_home_sensor__mutmut_14: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_async_check_home_sensor__mutmut_15: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_async_check_home_sensor__mutmut_16: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_async_check_home_sensor__mutmut_17: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_async_check_home_sensor__mutmut_18: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_async_check_home_sensor__mutmut_19: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_async_check_home_coordinates__mutmut_1: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_async_check_home_coordinates__mutmut_2: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_async_check_home_coordinates__mutmut_3: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_async_check_home_coordinates__mutmut_4: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_async_check_home_coordinates__mutmut_5: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_async_check_home_coordinates__mutmut_6: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_async_check_home_coordinates__mutmut_7: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_async_check_home_coordinates__mutmut_8: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_async_check_home_coordinates__mutmut_9: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_async_check_home_coordinates__mutmut_10: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_async_check_home_coordinates__mutmut_11: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_async_check_home_coordinates__mutmut_12: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_async_check_home_coordinates__mutmut_13: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_async_check_home_coordinates__mutmut_14: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_async_check_home_coordinates__mutmut_15: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_async_check_home_coordinates__mutmut_16: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_async_check_home_coordinates__mutmut_17: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_async_check_home_coordinates__mutmut_18: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_async_check_home_coordinates__mutmut_19: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_async_check_home_coordinates__mutmut_20: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_async_check_home_coordinates__mutmut_21: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_async_persist_return_info__mutmut_1: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_async_persist_return_info__mutmut_2: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_async_persist_return_info__mutmut_3: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_async_persist_return_info__mutmut_4: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_async_persist_return_info__mutmut_5: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_async_persist_return_info__mutmut_6: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_async_persist_return_info__mutmut_7: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_async_persist_return_info__mutmut_8: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_async_persist_return_info__mutmut_9: no tests
    custom_components.ev_trip_planner.presence_monitor.xǁPresenceMonitorǁ_async_persist_return_info__mutmut_10: no tests
